StartTime;EndTime;Channel;Channel_ID;Icon;Program;ProgramDesc
20210423090000;20210423093000;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;ESPN Vandaag;"Seizoen 2020-2021 - Aflevering 264 van 365

Een round-up van de dag op ESPN en het belangrijkste en opvallendste (inter)nationale sportnieuws. In ESPN Vandaag wordt de kijker volledig bijgepraat aan de hand van highlights, reportages, rubrieken en social media."
20210423093000;20210423100000;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;ESPN Vandaag;"Seizoen 2020-2021 - Aflevering 264 van 365

Een round-up van de dag op ESPN en het belangrijkste en opvallendste (inter)nationale sportnieuws. In ESPN Vandaag wordt de kijker volledig bijgepraat aan de hand van highlights, reportages, rubrieken en social media."
20210423100000;20210423101500;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;Ajax;"Ajax - FC Utrecht. Seizoen 2020-2021 - Aflevering 186 van 325 - samenvatting

Hoogtepunten van een wedstrijd uit de Eredivisie."
20210423101500;20210423103000;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;Fluminense;"Seizoen 2021 - Aflevering 1 van 50 - samenvatting

Samenvatting van de wedstrijd Fluminense - River Plate uit de Copa Libertadores 2021."
20210423103000;20210423110000;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;ESPN Vandaag;"Seizoen 2020-2021 - Aflevering 264 van 365

Een round-up van de dag op ESPN en het belangrijkste en opvallendste (inter)nationale sportnieuws. In ESPN Vandaag wordt de kijker volledig bijgepraat aan de hand van highlights, reportages, rubrieken en social media."
20210423110000;20210423120000;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;Eredivisie Highlights;"Eredivisie Highlights. Seizoen 2020-2021 - Aflevering 29 van 40

Alle samenvattingen van de afgelopen speelronde in de Eredivisie."
20210423120000;20210423130000;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;Bundesliga Highlights;"Bundesliga Highlights. Seizoen 2020-2021 - Aflevering 30 van 36

De samenvattingen van de afgelopen speelronde in de Bundesliga"
20210423130000;20210423140000;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;Keuken Kampioen Divisie Highlights;"Keuken Kampioen Divisie Highlights. Seizoen 2020-2021 - Aflevering 34 van 40

De samenvattingen van de gespeelde wedstrijden in de Keuken Kampioen Divisie."
20210423140000;20210423141500;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;Fluminense;"Seizoen 2021 - Aflevering 1 van 50 - samenvatting

Samenvatting van de wedstrijd Fluminense - River Plate uit de Copa Libertadores 2021."
20210423141500;20210423143000;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;AZ TV;"Seizoen 2020-2021 - Aflevering 38 van 45

Wekelijks magazine met het laatste nieuws, voor- en nabeschouwingen en reportages rondom AZ."
20210423143000;20210423153000;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;TOTO KNVB Beker: Seizoensoverzicht;"TOTO KNVB Beker: Seizoensoverzicht. Seizoen 2020-2021 - Aflevering 7 van 8

Alle hoogtepunten van het afgelopen seizoen in de TOTO KNVB Beker."
20210423153000;20210423160000;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;PSV TV;"PSV TV. Seizoen 2020-2021 - Aflevering 74 van 110

Het laatste nieuws, voor- en nabeschouwingen, items en reportages rondom PSV."
20210423160000;20210423161500;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;Ajax;"Ajax - FC Utrecht. Seizoen 2020-2021 - Aflevering 186 van 325 - samenvatting

Hoogtepunten van een wedstrijd uit de Eredivisie."
20210423161500;20210423164500;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;Voetbal op Vrijdag;"Seizoen 2020-2021 - Aflevering 61 van 85

Live programma waarin wordt geschakeld tussen alle wedstrijden van vrijdag uit de Eredivisie, Keuken Kampioen Divisie en Bundesliga."
20210423164500;20210423183500;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;Willem II;"Seizoen 2020-2021 - Aflevering 270 van 326

Verslag van de wedstrijd Willem II - RKC Waalwijk in de 30e speelronde van de Eredivisie 2020-2021."
20210423183500;20210423190000;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;Voetbal op Vrijdag;"Seizoen 2020-2021 - Aflevering 79 van 85

Live programma waarin wordt geschakeld tussen alle wedstrijden van vrijdag uit de Eredivisie, Keuken Kampioen Divisie en Bundesliga."
20210423190000;20210423205000;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;Voetbal op Vrijdag: Schakelprogramma;"Seizoen 2020-2021 - Aflevering 62 van 85

Live programma waarin wordt geschakeld tussen alle wedstrijden van vrijdag uit de Eredivisie, Keuken Kampioen Divisie en Bundesliga."
20210423205000;20210423211500;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;Voetbal op Vrijdag;"Seizoen 2020-2021 - Aflevering 63 van 85

Live programma waarin wordt geschakeld tussen alle wedstrijden van vrijdag uit de Eredivisie, Keuken Kampioen Divisie en Bundesliga."
20210423211500;20210422221500;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;ESPN Vandaag;"Seizoen 2020-2021 - Aflevering 265 van 365

Een round-up van de dag op ESPN en het belangrijkste en opvallendste (inter)nationale sportnieuws. In ESPN Vandaag wordt de kijker volledig bijgepraat aan de hand van highlights, reportages, rubrieken en social media."
20210423221500;20210423231500;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;ESPN Vandaag;"Seizoen 2020-2021 - Aflevering 265 van 365

Een round-up van de dag op ESPN en het belangrijkste en opvallendste (inter)nationale sportnieuws. In ESPN Vandaag wordt de kijker volledig bijgepraat aan de hand van highlights, reportages, rubrieken en social media."
20210423231500;20210424001500;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;ESPN Vandaag;"Seizoen 2020-2021 - Aflevering 265 van 365

Een round-up van de dag op ESPN en het belangrijkste en opvallendste (inter)nationale sportnieuws. In ESPN Vandaag wordt de kijker volledig bijgepraat aan de hand van highlights, reportages, rubrieken en social media."
20210424001500;20210424010500;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;ESPN Vandaag;"Seizoen 2020-2021 - Aflevering 265 van 365

Een round-up van de dag op ESPN en het belangrijkste en opvallendste (inter)nationale sportnieuws. In ESPN Vandaag wordt de kijker volledig bijgepraat aan de hand van highlights, reportages, rubrieken en social media."
20210424010500;20210424015500;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;ESPN Vandaag;"Seizoen 2020-2021 - Aflevering 265 van 365

Een round-up van de dag op ESPN en het belangrijkste en opvallendste (inter)nationale sportnieuws. In ESPN Vandaag wordt de kijker volledig bijgepraat aan de hand van highlights, reportages, rubrieken en social media."
20210424015500;20210424024500;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;ESPN Vandaag;"Seizoen 2020-2021 - Aflevering 265 van 365

Een round-up van de dag op ESPN en het belangrijkste en opvallendste (inter)nationale sportnieuws. In ESPN Vandaag wordt de kijker volledig bijgepraat aan de hand van highlights, reportages, rubrieken en social media."
20210424024500;20210424030000;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;Willem II;"Seizoen 2020-2021 - Aflevering 262 van 325 - samenvatting

Hoogtepunten van de wedstrijd Willem II - RKC Waalwijk uit de 30e speelronde van de Eredivisie."
20210424030000;20210424031000;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;Keuken Kampioen Divisie;"Keuken Kampioen Divisie. Seizoen 2020-2021 - Aflevering 300 van 330 - samenvatting

Samenvatting van een wedstrijd uit de Keuken Kampioen Divisie."
20210424031000;20210424041000;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;ESPN Vandaag;"Seizoen 2020-2021 - Aflevering 265 van 365

Een round-up van de dag op ESPN en het belangrijkste en opvallendste (inter)nationale sportnieuws. In ESPN Vandaag wordt de kijker volledig bijgepraat aan de hand van highlights, reportages, rubrieken en social media."
20210424041000;20210424050000;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;ESPN Vandaag;"Seizoen 2020-2021 - Aflevering 265 van 365

Een round-up van de dag op ESPN en het belangrijkste en opvallendste (inter)nationale sportnieuws. In ESPN Vandaag wordt de kijker volledig bijgepraat aan de hand van highlights, reportages, rubrieken en social media."
20210424050000;20210424060000;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;ESPN Vandaag;"Seizoen 2020-2021 - Aflevering 265 van 365

Een round-up van de dag op ESPN en het belangrijkste en opvallendste (inter)nationale sportnieuws. In ESPN Vandaag wordt de kijker volledig bijgepraat aan de hand van highlights, reportages, rubrieken en social media."
20210424060000;20210424070000;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;ESPN Vandaag;"Seizoen 2020-2021 - Aflevering 265 van 365

Een round-up van de dag op ESPN en het belangrijkste en opvallendste (inter)nationale sportnieuws. In ESPN Vandaag wordt de kijker volledig bijgepraat aan de hand van highlights, reportages, rubrieken en social media."
20210424070000;20210424080000;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;ESPN Vandaag;"Seizoen 2020-2021 - Aflevering 265 van 365

Een round-up van de dag op ESPN en het belangrijkste en opvallendste (inter)nationale sportnieuws. In ESPN Vandaag wordt de kijker volledig bijgepraat aan de hand van highlights, reportages, rubrieken en social media."
20210424080000;20210424083000;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;PSV TV;"PSV TV. Seizoen 2020-2021 - Aflevering 74 van 110

Het laatste nieuws, voor- en nabeschouwingen, items en reportages rondom PSV."
20210424083000;20210424091500;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;Feyenoord TV;"Feyenoord TV. Seizoen 2020-2021 - Aflevering 105 van 150

Het laatste nieuws, voor- en nabeschouwingen en reportages rondom Feyenoord."
20210424091500;20210424093000;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;Vitesse TV;"Seizoen 2020-2021 - Aflevering 29 van 45

Wekelijks magazine met het laatste nieuws, voor- en nabeschouwingen en reportages rondom Vitesse."
20210424093000;20210424103000;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;Keuken Kampioen Divisie Highlights;"Keuken Kampioen Divisie Highlights. Seizoen 2020-2021 - Aflevering 35 van 40

De samenvattingen van de gespeelde wedstrijden in de Keuken Kampioen Divisie."
20210424103000;20210424110000;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;MLB's Best;"Seizoen 2021 - Aflevering 1 van 30

Wekelijks magazine met alle hoogtepunten uit de gespeelde wedstrijden in de Major League Baseball."
20210424110000;20210424120000;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;ESPN Vandaag;"Seizoen 2020-2021 - Aflevering 265 van 365

Een round-up van de dag op ESPN en het belangrijkste en opvallendste (inter)nationale sportnieuws. In ESPN Vandaag wordt de kijker volledig bijgepraat aan de hand van highlights, reportages, rubrieken en social media."
20210424120000;20210424123000;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;Ajax TV;"Seizoen 2020-2021 - Aflevering 73 van 100

In Ajax TV zie je twee keer per week het laatste nieuws, voor- en nabeschouwingen en reportages rondom Ajax."
20210424123000;20210424124500;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;Willem II;"Seizoen 2020-2021 - Aflevering 262 van 325 - samenvatting

Hoogtepunten van de wedstrijd Willem II - RKC Waalwijk uit de 30e speelronde van de Eredivisie."
20210424124500;20210424130000;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;Fluminense;"Seizoen 2021 - Aflevering 1 van 50 - samenvatting

Samenvatting van de wedstrijd Fluminense - River Plate uit de Copa Libertadores 2021."
20210424130000;20210424132000;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;Keuken Kampioen Divisie;"Keuken Kampioen Divisie. Seizoen 2020-2021 - Aflevering 150 van 330 - samenvatting

Samenvatting van een wedstrijd uit de Keuken Kampioen Divisie."
20210424132000;20210424134000;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;FC Augsburg;"Seizoen 2020-2021 - Aflevering 196 van 230 - samenvatting

Samenvatting van de wedstrijd FC Augsburg - FC Köln uit de 31e speelronde van de Bundesliga."
20210424134000;20210424140000;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;Willem II;"Seizoen 2020-2021 - Aflevering 262 van 325 - samenvatting

Hoogtepunten van de wedstrijd Willem II - RKC Waalwijk uit de 30e speelronde van de Eredivisie."
20210424140000;20210424143000;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;De Eretribune;"Seizoen 2020-2021 - Aflevering 35 van 58

Jan Joost van Gangelen ontvangt iedere zaterdagavond twee analisten, een voetbalgast en een bekende voetballiefhebber en samen beschouwen ze voor en na op wedstrijden van deze avond in de Eredivisie en de Bundesliga."
20210424143000;20210424162000;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;sc Heerenveen;"Seizoen 2020-2021 - Aflevering 263 van 326

Verslag van de wedstrijd sc Heerenveen - PEC Zwolle in de 30e speelronde van de Eredivisie 2020-2021."
20210424162000;20210424164500;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;De Eretribune;"Seizoen 2020-2021 - Aflevering 45 van 58

Jan Joost van Gangelen ontvangt iedere zaterdagavond twee analisten, een voetbalgast en een bekende voetballiefhebber en samen beschouwen ze voor en na op wedstrijden van deze avond in de Eredivisie en de Bundesliga."
20210424164500;20210424183500;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;PSV;"Seizoen 2020-2021 - Aflevering 267 van 326

Verslag van de wedstrijd PSV - FC Groningen in de 30e speelronde van de Eredivisie 2020-2021."
20210424183500;20210424193000;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;De Eretribune;"Seizoen 2020-2021 - Aflevering 36 van 58

Jan Joost van Gangelen ontvangt iedere zaterdagavond twee analisten, een voetbalgast en een bekende voetballiefhebber en samen beschouwen ze voor en na op wedstrijden van deze avond in de Eredivisie en de Bundesliga."
20210424193000;20210424201500;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;ESPN Vandaag;"Seizoen 2020-2021 - Aflevering 266 van 365

Een round-up van de dag op ESPN en het belangrijkste en opvallendste (inter)nationale sportnieuws. In ESPN Vandaag wordt de kijker volledig bijgepraat aan de hand van highlights, reportages, rubrieken en social media."
20210424201500;20210424210000;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;ESPN Vandaag;"Seizoen 2020-2021 - Aflevering 266 van 365

Een round-up van de dag op ESPN en het belangrijkste en opvallendste (inter)nationale sportnieuws. In ESPN Vandaag wordt de kijker volledig bijgepraat aan de hand van highlights, reportages, rubrieken en social media."
20210424210000;20210424214500;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;ESPN Vandaag;"Seizoen 2020-2021 - Aflevering 266 van 365

Een round-up van de dag op ESPN en het belangrijkste en opvallendste (inter)nationale sportnieuws. In ESPN Vandaag wordt de kijker volledig bijgepraat aan de hand van highlights, reportages, rubrieken en social media."
20210424214500;20210423220500;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;R02: New York City FC;"Seizoen 2021 - Aflevering 4 van 200 - samenvatting

Samenvatting van R02: New York City FC - FC Cincinnati uit de Major League Soccer."
20210424220500;20210425000500;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;LAFC;"LAFC - Seattle Sounders. Seizoen 2021 - Aflevering 14 van 200

Verslag van LAFC - Seattle Sounders uit de 2e speelronde van de MLS 2021."
20210425000500;20210425004500;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;ESPN Vandaag;"Seizoen 2020-2021 - Aflevering 266 van 365

Een round-up van de dag op ESPN en het belangrijkste en opvallendste (inter)nationale sportnieuws. In ESPN Vandaag wordt de kijker volledig bijgepraat aan de hand van highlights, reportages, rubrieken en social media."
20210425004500;20210425013000;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;ESPN Vandaag;"Seizoen 2020-2021 - Aflevering 266 van 365

Een round-up van de dag op ESPN en het belangrijkste en opvallendste (inter)nationale sportnieuws. In ESPN Vandaag wordt de kijker volledig bijgepraat aan de hand van highlights, reportages, rubrieken en social media."
20210425013000;20210425021500;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;ESPN Vandaag;"Seizoen 2020-2021 - Aflevering 266 van 365

Een round-up van de dag op ESPN en het belangrijkste en opvallendste (inter)nationale sportnieuws. In ESPN Vandaag wordt de kijker volledig bijgepraat aan de hand van highlights, reportages, rubrieken en social media."
20210425021500;20210425023000;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;PSV;"Seizoen 2020-2021 - Aflevering 264 van 325 - samenvatting

Hoogtepunten van de wedstrijd PSV - FC Groningen uit de 30e speelronde van de Eredivisie."
20210425023000;20210425031500;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;ESPN Vandaag;"Seizoen 2020-2021 - Aflevering 266 van 365

Een round-up van de dag op ESPN en het belangrijkste en opvallendste (inter)nationale sportnieuws. In ESPN Vandaag wordt de kijker volledig bijgepraat aan de hand van highlights, reportages, rubrieken en social media."
20210425031500;20210425040000;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;ESPN Vandaag;"Seizoen 2020-2021 - Aflevering 266 van 365

Een round-up van de dag op ESPN en het belangrijkste en opvallendste (inter)nationale sportnieuws. In ESPN Vandaag wordt de kijker volledig bijgepraat aan de hand van highlights, reportages, rubrieken en social media."
20210425040000;20210425044500;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;ESPN Vandaag;"Seizoen 2020-2021 - Aflevering 266 van 365

Een round-up van de dag op ESPN en het belangrijkste en opvallendste (inter)nationale sportnieuws. In ESPN Vandaag wordt de kijker volledig bijgepraat aan de hand van highlights, reportages, rubrieken en social media."
20210425044500;20210425053000;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;ESPN Vandaag;"Seizoen 2020-2021 - Aflevering 266 van 365

Een round-up van de dag op ESPN en het belangrijkste en opvallendste (inter)nationale sportnieuws. In ESPN Vandaag wordt de kijker volledig bijgepraat aan de hand van highlights, reportages, rubrieken en social media."
20210425053000;20210425061500;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;ESPN Vandaag;"Seizoen 2020-2021 - Aflevering 266 van 365

Een round-up van de dag op ESPN en het belangrijkste en opvallendste (inter)nationale sportnieuws. In ESPN Vandaag wordt de kijker volledig bijgepraat aan de hand van highlights, reportages, rubrieken en social media."
20210425061500;20210425070000;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;ESPN Vandaag;"Seizoen 2020-2021 - Aflevering 266 van 365

Een round-up van de dag op ESPN en het belangrijkste en opvallendste (inter)nationale sportnieuws. In ESPN Vandaag wordt de kijker volledig bijgepraat aan de hand van highlights, reportages, rubrieken en social media."
20210425070000;20210425071500;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;R02: New York City FC;"Seizoen 2021 - Aflevering 4 van 200 - samenvatting

Samenvatting van R02: New York City FC - FC Cincinnati uit de Major League Soccer."
20210425071500;20210425080000;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;ESPN Vandaag;"Seizoen 2020-2021 - Aflevering 266 van 365

Een round-up van de dag op ESPN en het belangrijkste en opvallendste (inter)nationale sportnieuws. In ESPN Vandaag wordt de kijker volledig bijgepraat aan de hand van highlights, reportages, rubrieken en social media."
20210425080000;20210425094500;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;Goedemorgen Eredivisie;"Seizoen 2020-2021 - Aflevering 30 van 35

De ideale voetbalzondag begint ook dit seizoen om 10.00 uur op ESPN. Presentator Milan van Dongen kijkt samen met Hans Kraay Jr. en de hoofdrolspelers uit de voetbalwereld tot 11.45 uur terug op de wedstrijden van vrijdag en zaterdag - en vooral ook vooruit naar de duels van zondag. Fresia Cousiño Arias doet in Goedemorgen Eredivisie verslag vanuit het stadion van een wedstrijd die om 12.15 uur begint."
20210425094500;20210425101500;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;Pure Energie Eredivisie Vrouwen;"Seizoen 2020-2021 - Aflevering 1 van 6

Programma rondom de live wedstrijden uit de Pure Energie Eredivisie Vrouwen met voor- en nabeschouwingen, analyses en interviews."
20210425101500;20210425120500;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;PSV;"Seizoen 2020-2021 - Aflevering 16 van 25 - v

Verslag van de wedstrijd PSV - Ajax uit de Playoffs van de Vrouwen Eredivisie 2020-2021."
20210425120500;20210425121000;ESPN;1;https://logodownload.org/wp-content/uploads/2015/05/espn-logo.png;Pure Energie Eredivisie Vrouwen;"Seizoen 2020-2021 - Aflevering 2 van 6

Programma rondom de live wedstrijden uit de Pure Energie Eredivisie Vrouwen met voor- en nabeschouwingen, analyses en interviews."
